SampleID,CellType,n,freq,lev
MEL_7,,1,0.010526316,Minorcelltype_annotation
MEL_7,,0,0,Minorcelltype_annotation
MEL_7,,1,0.010526316,Minorcelltype_annotation
MEL_7,,0,0,Minorcelltype_annotation
MEL_7,,0,0,Minorcelltype_annotation
MEL_7,,1,0.010526316,Minorcelltype_annotation
MEL_7,,0,0,Minorcelltype_annotation
MEL_7,,10,0.105263158,Minorcelltype_annotation
MEL_7,,1,0.010526316,Minorcelltype_annotation
MEL_7,,68,0.715789474,Minorcelltype_annotation
MEL_7,,1,0.010526316,Minorcelltype_annotation
MEL_7,,0,0,Minorcelltype_annotation
MEL_7,,12,0.126315789,Minorcelltype_annotation
MEL_7,,0,0,Minorcelltype_annotation
MEL_7,,0,0,Minorcelltype_annotation
MEL_8,,3,0.050847458,Minorcelltype_annotation
MEL_8,,0,0,Minorcelltype_annotation
MEL_8,,2,0.033898305,Minorcelltype_annotation
MEL_8,,1,0.016949153,Minorcelltype_annotation
MEL_8,,1,0.016949153,Minorcelltype_annotation
MEL_8,,2,0.033898305,Minorcelltype_annotation
MEL_8,,4,0.06779661,Minorcelltype_annotation
MEL_8,,7,0.118644068,Minorcelltype_annotation
MEL_8,,5,0.084745763,Minorcelltype_annotation
MEL_8,,25,0.423728814,Minorcelltype_annotation
MEL_8,,1,0.016949153,Minorcelltype_annotation
MEL_8,,0,0,Minorcelltype_annotation
MEL_8,,7,0.118644068,Minorcelltype_annotation
MEL_8,,1,0.016949153,Minorcelltype_annotation
MEL_8,,0,0,Minorcelltype_annotation
MEL_9,,20,0.084388186,Minorcelltype_annotation
MEL_9,,1,0.004219409,Minorcelltype_annotation
MEL_9,,14,0.05907173,Minorcelltype_annotation
MEL_9,,5,0.021097046,Minorcelltype_annotation
MEL_9,,30,0.126582278,Minorcelltype_annotation
MEL_9,,0,0,Minorcelltype_annotation
MEL_9,,8,0.033755274,Minorcelltype_annotation
MEL_9,,35,0.147679325,Minorcelltype_annotation
MEL_9,,59,0.248945148,Minorcelltype_annotation
MEL_9,,55,0.232067511,Minorcelltype_annotation
MEL_9,,1,0.004219409,Minorcelltype_annotation
MEL_9,,3,0.012658228,Minorcelltype_annotation
MEL_9,,3,0.012658228,Minorcelltype_annotation
MEL_9,,2,0.008438819,Minorcelltype_annotation
MEL_9,,1,0.004219409,Minorcelltype_annotation
NSCLC_adv_1,,18,0.160714286,Minorcelltype_annotation
NSCLC_adv_1,,1,0.008928571,Minorcelltype_annotation
NSCLC_adv_1,,7,0.0625,Minorcelltype_annotation
NSCLC_adv_1,,1,0.008928571,Minorcelltype_annotation
NSCLC_adv_1,,10,0.089285714,Minorcelltype_annotation
NSCLC_adv_1,,5,0.044642857,Minorcelltype_annotation
NSCLC_adv_1,,12,0.107142857,Minorcelltype_annotation
NSCLC_adv_1,,8,0.071428571,Minorcelltype_annotation
NSCLC_adv_1,,12,0.107142857,Minorcelltype_annotation
NSCLC_adv_1,,7,0.0625,Minorcelltype_annotation
NSCLC_adv_1,,13,0.116071429,Minorcelltype_annotation
NSCLC_adv_1,,4,0.035714286,Minorcelltype_annotation
NSCLC_adv_1,,4,0.035714286,Minorcelltype_annotation
NSCLC_adv_1,,0,0,Minorcelltype_annotation
NSCLC_adv_1,,10,0.089285714,Minorcelltype_annotation
NSCLC_adv_2,,25,0.454545455,Minorcelltype_annotation
NSCLC_adv_2,,4,0.072727273,Minorcelltype_annotation
NSCLC_adv_2,,9,0.163636364,Minorcelltype_annotation
NSCLC_adv_2,,0,0,Minorcelltype_annotation
NSCLC_adv_2,,1,0.018181818,Minorcelltype_annotation
NSCLC_adv_2,,4,0.072727273,Minorcelltype_annotation
NSCLC_adv_2,,2,0.036363636,Minorcelltype_annotation
NSCLC_adv_2,,2,0.036363636,Minorcelltype_annotation
NSCLC_adv_2,,0,0,Minorcelltype_annotation
NSCLC_adv_2,,5,0.090909091,Minorcelltype_annotation
NSCLC_adv_2,,0,0,Minorcelltype_annotation
NSCLC_adv_2,,1,0.018181818,Minorcelltype_annotation
NSCLC_adv_2,,1,0.018181818,Minorcelltype_annotation
NSCLC_adv_2,,0,0,Minorcelltype_annotation
NSCLC_adv_2,,1,0.018181818,Minorcelltype_annotation
NSCLC_adv_3,,13,0.295454545,Minorcelltype_annotation
NSCLC_adv_3,,3,0.068181818,Minorcelltype_annotation
NSCLC_adv_3,,2,0.045454545,Minorcelltype_annotation
NSCLC_adv_3,,1,0.022727273,Minorcelltype_annotation
NSCLC_adv_3,,2,0.045454545,Minorcelltype_annotation
NSCLC_adv_3,,0,0,Minorcelltype_annotation
NSCLC_adv_3,,4,0.090909091,Minorcelltype_annotation
NSCLC_adv_3,,4,0.090909091,Minorcelltype_annotation
NSCLC_adv_3,,1,0.022727273,Minorcelltype_annotation
NSCLC_adv_3,,10,0.227272727,Minorcelltype_annotation
NSCLC_adv_3,,1,0.022727273,Minorcelltype_annotation
NSCLC_adv_3,,1,0.022727273,Minorcelltype_annotation
NSCLC_adv_3,,2,0.045454545,Minorcelltype_annotation
NSCLC_adv_3,,0,0,Minorcelltype_annotation
NSCLC_adv_3,,0,0,Minorcelltype_annotation
NSCLC_adv_4,,15,0.306122449,Minorcelltype_annotation
NSCLC_adv_4,,0,0,Minorcelltype_annotation
NSCLC_adv_4,,7,0.142857143,Minorcelltype_annotation
NSCLC_adv_4,,0,0,Minorcelltype_annotation
NSCLC_adv_4,,0,0,Minorcelltype_annotation
NSCLC_adv_4,,10,0.204081633,Minorcelltype_annotation
NSCLC_adv_4,,5,0.102040816,Minorcelltype_annotation
NSCLC_adv_4,,2,0.040816327,Minorcelltype_annotation
NSCLC_adv_4,,3,0.06122449,Minorcelltype_annotation
NSCLC_adv_4,,2,0.040816327,Minorcelltype_annotation
NSCLC_adv_4,,3,0.06122449,Minorcelltype_annotation
NSCLC_adv_4,,1,0.020408163,Minorcelltype_annotation
NSCLC_adv_4,,0,0,Minorcelltype_annotation
NSCLC_adv_4,,0,0,Minorcelltype_annotation
NSCLC_adv_4,,1,0.020408163,Minorcelltype_annotation
NSCLC_adv_5,,44,0.120547945,Minorcelltype_annotation
NSCLC_adv_5,,8,0.021917808,Minorcelltype_annotation
NSCLC_adv_5,,28,0.076712329,Minorcelltype_annotation
NSCLC_adv_5,,3,0.008219178,Minorcelltype_annotation
NSCLC_adv_5,,25,0.068493151,Minorcelltype_annotation
NSCLC_adv_5,,4,0.010958904,Minorcelltype_annotation
NSCLC_adv_5,,45,0.123287671,Minorcelltype_annotation
NSCLC_adv_5,,38,0.104109589,Minorcelltype_annotation
NSCLC_adv_5,,22,0.060273973,Minorcelltype_annotation
NSCLC_adv_5,,100,0.273972603,Minorcelltype_annotation
NSCLC_adv_5,,3,0.008219178,Minorcelltype_annotation
NSCLC_adv_5,,7,0.019178082,Minorcelltype_annotation
NSCLC_adv_5,,31,0.084931507,Minorcelltype_annotation
NSCLC_adv_5,,7,0.019178082,Minorcelltype_annotation
NSCLC_adv_5,,0,0,Minorcelltype_annotation
NSCLC_adv_6,,11,0.15942029,Minorcelltype_annotation
NSCLC_adv_6,,3,0.043478261,Minorcelltype_annotation
NSCLC_adv_6,,7,0.101449275,Minorcelltype_annotation
NSCLC_adv_6,,0,0,Minorcelltype_annotation
NSCLC_adv_6,,9,0.130434783,Minorcelltype_annotation
NSCLC_adv_6,,0,0,Minorcelltype_annotation
NSCLC_adv_6,,10,0.144927536,Minorcelltype_annotation
NSCLC_adv_6,,7,0.101449275,Minorcelltype_annotation
NSCLC_adv_6,,5,0.072463768,Minorcelltype_annotation
NSCLC_adv_6,,10,0.144927536,Minorcelltype_annotation
NSCLC_adv_6,,4,0.057971014,Minorcelltype_annotation
NSCLC_adv_6,,2,0.028985507,Minorcelltype_annotation
NSCLC_adv_6,,1,0.014492754,Minorcelltype_annotation
NSCLC_adv_6,,0,0,Minorcelltype_annotation
NSCLC_adv_6,,0,0,Minorcelltype_annotation
NSCLC_adv_7,,3,0.018518519,Minorcelltype_annotation
NSCLC_adv_7,,0,0,Minorcelltype_annotation
NSCLC_adv_7,,8,0.049382716,Minorcelltype_annotation
NSCLC_adv_7,,0,0,Minorcelltype_annotation
NSCLC_adv_7,,1,0.00617284,Minorcelltype_annotation
NSCLC_adv_7,,3,0.018518519,Minorcelltype_annotation
NSCLC_adv_7,,19,0.117283951,Minorcelltype_annotation
NSCLC_adv_7,,14,0.086419753,Minorcelltype_annotation
NSCLC_adv_7,,8,0.049382716,Minorcelltype_annotation
NSCLC_adv_7,,51,0.314814815,Minorcelltype_annotation
NSCLC_adv_7,,7,0.043209877,Minorcelltype_annotation
NSCLC_adv_7,,4,0.024691358,Minorcelltype_annotation
NSCLC_adv_7,,37,0.228395062,Minorcelltype_annotation
NSCLC_adv_7,,7,0.043209877,Minorcelltype_annotation
NSCLC_adv_7,,0,0,Minorcelltype_annotation
NSCLC_adv_8,,23,0.46,Minorcelltype_annotation
NSCLC_adv_8,,9,0.18,Minorcelltype_annotation
NSCLC_adv_8,,0,0,Minorcelltype_annotation
NSCLC_adv_8,,0,0,Minorcelltype_annotation
NSCLC_adv_8,,0,0,Minorcelltype_annotation
NSCLC_adv_8,,6,0.12,Minorcelltype_annotation
NSCLC_adv_8,,3,0.06,Minorcelltype_annotation
NSCLC_adv_8,,1,0.02,Minorcelltype_annotation
NSCLC_adv_8,,0,0,Minorcelltype_annotation
NSCLC_adv_8,,7,0.14,Minorcelltype_annotation
NSCLC_adv_8,,0,0,Minorcelltype_annotation
NSCLC_adv_8,,0,0,Minorcelltype_annotation
NSCLC_adv_8,,1,0.02,Minorcelltype_annotation
NSCLC_adv_8,,0,0,Minorcelltype_annotation
NSCLC_adv_8,,0,0,Minorcelltype_annotation
NSCLC_early_1,,4,0.019230769,Minorcelltype_annotation
NSCLC_early_1,,4,0.019230769,Minorcelltype_annotation
NSCLC_early_1,,42,0.201923077,Minorcelltype_annotation
NSCLC_early_1,,6,0.028846154,Minorcelltype_annotation
NSCLC_early_1,,1,0.004807692,Minorcelltype_annotation
NSCLC_early_1,,4,0.019230769,Minorcelltype_annotation
NSCLC_early_1,,29,0.139423077,Minorcelltype_annotation
NSCLC_early_1,,29,0.139423077,Minorcelltype_annotation
NSCLC_early_1,,20,0.096153846,Minorcelltype_annotation
NSCLC_early_1,,54,0.259615385,Minorcelltype_annotation
NSCLC_early_1,,6,0.028846154,Minorcelltype_annotation
NSCLC_early_1,,5,0.024038462,Minorcelltype_annotation
NSCLC_early_1,,4,0.019230769,Minorcelltype_annotation
NSCLC_early_1,,0,0,Minorcelltype_annotation
NSCLC_early_1,,0,0,Minorcelltype_annotation
NSCLC_early_10,,9,0.032374101,Minorcelltype_annotation
NSCLC_early_10,,4,0.014388489,Minorcelltype_annotation
NSCLC_early_10,,24,0.086330935,Minorcelltype_annotation
NSCLC_early_10,,6,0.021582734,Minorcelltype_annotation
NSCLC_early_10,,7,0.025179856,Minorcelltype_annotation
NSCLC_early_10,,2,0.007194245,Minorcelltype_annotation
NSCLC_early_10,,42,0.151079137,Minorcelltype_annotation
NSCLC_early_10,,29,0.104316547,Minorcelltype_annotation
NSCLC_early_10,,20,0.071942446,Minorcelltype_annotation
NSCLC_early_10,,57,0.205035971,Minorcelltype_annotation
NSCLC_early_10,,18,0.064748201,Minorcelltype_annotation
NSCLC_early_10,,5,0.017985612,Minorcelltype_annotation
NSCLC_early_10,,16,0.057553957,Minorcelltype_annotation
NSCLC_early_10,,1,0.003597122,Minorcelltype_annotation
NSCLC_early_10,,38,0.136690647,Minorcelltype_annotation
NSCLC_early_11,,54,0.153409091,Minorcelltype_annotation
NSCLC_early_11,,14,0.039772727,Minorcelltype_annotation
NSCLC_early_11,,31,0.088068182,Minorcelltype_annotation
NSCLC_early_11,,1,0.002840909,Minorcelltype_annotation
NSCLC_early_11,,3,0.008522727,Minorcelltype_annotation
NSCLC_early_11,,5,0.014204545,Minorcelltype_annotation
NSCLC_early_11,,132,0.375,Minorcelltype_annotation
NSCLC_early_11,,23,0.065340909,Minorcelltype_annotation
NSCLC_early_11,,10,0.028409091,Minorcelltype_annotation
NSCLC_early_11,,55,0.15625,Minorcelltype_annotation
NSCLC_early_11,,10,0.028409091,Minorcelltype_annotation
NSCLC_early_11,,6,0.017045455,Minorcelltype_annotation
NSCLC_early_11,,5,0.014204545,Minorcelltype_annotation
NSCLC_early_11,,3,0.008522727,Minorcelltype_annotation
NSCLC_early_11,,0,0,Minorcelltype_annotation
NSCLC_early_12,,138,0.043519395,Minorcelltype_annotation
NSCLC_early_12,,105,0.033112583,Minorcelltype_annotation
NSCLC_early_12,,431,0.135919268,Minorcelltype_annotation
NSCLC_early_12,,123,0.038789026,Minorcelltype_annotation
NSCLC_early_12,,25,0.007883948,Minorcelltype_annotation
NSCLC_early_12,,20,0.006307159,Minorcelltype_annotation
NSCLC_early_12,,664,0.209397666,Minorcelltype_annotation
NSCLC_early_12,,127,0.040050457,Minorcelltype_annotation
NSCLC_early_12,,187,0.058971933,Minorcelltype_annotation
NSCLC_early_12,,731,0.230526648,Minorcelltype_annotation
NSCLC_early_12,,91,0.028697572,Minorcelltype_annotation
NSCLC_early_12,,469,0.14790287,Minorcelltype_annotation
NSCLC_early_12,,41,0.012929675,Minorcelltype_annotation
NSCLC_early_12,,4,0.001261432,Minorcelltype_annotation
NSCLC_early_12,,15,0.004730369,Minorcelltype_annotation
NSCLC_early_13,,144,0.137667304,Minorcelltype_annotation
NSCLC_early_13,,112,0.10707457,Minorcelltype_annotation
NSCLC_early_13,,96,0.091778203,Minorcelltype_annotation
NSCLC_early_13,,13,0.012428298,Minorcelltype_annotation
NSCLC_early_13,,11,0.010516252,Minorcelltype_annotation
NSCLC_early_13,,19,0.018164436,Minorcelltype_annotation
NSCLC_early_13,,366,0.349904398,Minorcelltype_annotation
NSCLC_early_13,,71,0.067877629,Minorcelltype_annotation
NSCLC_early_13,,34,0.03250478,Minorcelltype_annotation
NSCLC_early_13,,103,0.098470363,Minorcelltype_annotation
NSCLC_early_13,,15,0.014340344,Minorcelltype_annotation
NSCLC_early_13,,50,0.047801147,Minorcelltype_annotation
NSCLC_early_13,,9,0.008604207,Minorcelltype_annotation
NSCLC_early_13,,1,0.000956023,Minorcelltype_annotation
NSCLC_early_13,,2,0.001912046,Minorcelltype_annotation
NSCLC_early_14,,150,0.436046512,Minorcelltype_annotation
NSCLC_early_14,,7,0.020348837,Minorcelltype_annotation
NSCLC_early_14,,46,0.13372093,Minorcelltype_annotation
NSCLC_early_14,,3,0.00872093,Minorcelltype_annotation
NSCLC_early_14,,7,0.020348837,Minorcelltype_annotation
NSCLC_early_14,,5,0.014534884,Minorcelltype_annotation
NSCLC_early_14,,45,0.130813953,Minorcelltype_annotation
NSCLC_early_14,,17,0.049418605,Minorcelltype_annotation
NSCLC_early_14,,4,0.011627907,Minorcelltype_annotation
NSCLC_early_14,,29,0.084302326,Minorcelltype_annotation
NSCLC_early_14,,7,0.020348837,Minorcelltype_annotation
NSCLC_early_14,,15,0.043604651,Minorcelltype_annotation
NSCLC_early_14,,3,0.00872093,Minorcelltype_annotation
NSCLC_early_14,,0,0,Minorcelltype_annotation
NSCLC_early_14,,6,0.01744186,Minorcelltype_annotation
NSCLC_early_15,,66,0.181318681,Minorcelltype_annotation
NSCLC_early_15,,6,0.016483516,Minorcelltype_annotation
NSCLC_early_15,,39,0.107142857,Minorcelltype_annotation
NSCLC_early_15,,1,0.002747253,Minorcelltype_annotation
NSCLC_early_15,,3,0.008241758,Minorcelltype_annotation
NSCLC_early_15,,4,0.010989011,Minorcelltype_annotation
NSCLC_early_15,,27,0.074175824,Minorcelltype_annotation
NSCLC_early_15,,67,0.184065934,Minorcelltype_annotation
NSCLC_early_15,,18,0.049450549,Minorcelltype_annotation
NSCLC_early_15,,63,0.173076923,Minorcelltype_annotation
NSCLC_early_15,,26,0.071428571,Minorcelltype_annotation
NSCLC_early_15,,5,0.013736264,Minorcelltype_annotation
NSCLC_early_15,,2,0.005494505,Minorcelltype_annotation
NSCLC_early_15,,1,0.002747253,Minorcelltype_annotation
NSCLC_early_15,,36,0.098901099,Minorcelltype_annotation
NSCLC_early_2,,15,0.048701299,Minorcelltype_annotation
NSCLC_early_2,,17,0.055194805,Minorcelltype_annotation
NSCLC_early_2,,27,0.087662338,Minorcelltype_annotation
NSCLC_early_2,,10,0.032467532,Minorcelltype_annotation
NSCLC_early_2,,25,0.081168831,Minorcelltype_annotation
NSCLC_early_2,,6,0.019480519,Minorcelltype_annotation
NSCLC_early_2,,66,0.214285714,Minorcelltype_annotation
NSCLC_early_2,,43,0.13961039,Minorcelltype_annotation
NSCLC_early_2,,23,0.074675325,Minorcelltype_annotation
NSCLC_early_2,,49,0.159090909,Minorcelltype_annotation
NSCLC_early_2,,9,0.029220779,Minorcelltype_annotation
NSCLC_early_2,,8,0.025974026,Minorcelltype_annotation
NSCLC_early_2,,9,0.029220779,Minorcelltype_annotation
NSCLC_early_2,,0,0,Minorcelltype_annotation
NSCLC_early_2,,1,0.003246753,Minorcelltype_annotation
NSCLC_early_3,,8,0.242424242,Minorcelltype_annotation
NSCLC_early_3,,10,0.303030303,Minorcelltype_annotation
NSCLC_early_3,,4,0.121212121,Minorcelltype_annotation
NSCLC_early_3,,0,0,Minorcelltype_annotation
NSCLC_early_3,,0,0,Minorcelltype_annotation
NSCLC_early_3,,0,0,Minorcelltype_annotation
NSCLC_early_3,,3,0.090909091,Minorcelltype_annotation
NSCLC_early_3,,0,0,Minorcelltype_annotation
NSCLC_early_3,,1,0.03030303,Minorcelltype_annotation
NSCLC_early_3,,6,0.181818182,Minorcelltype_annotation
NSCLC_early_3,,0,0,Minorcelltype_annotation
NSCLC_early_3,,0,0,Minorcelltype_annotation
NSCLC_early_3,,0,0,Minorcelltype_annotation
NSCLC_early_3,,0,0,Minorcelltype_annotation
NSCLC_early_3,,1,0.03030303,Minorcelltype_annotation
NSCLC_early_4,,60,0.031479538,Minorcelltype_annotation
NSCLC_early_4,,34,0.017838405,Minorcelltype_annotation
NSCLC_early_4,,307,0.161070304,Minorcelltype_annotation
NSCLC_early_4,,24,0.012591815,Minorcelltype_annotation
NSCLC_early_4,,42,0.022035677,Minorcelltype_annotation
NSCLC_early_4,,49,0.02570829,Minorcelltype_annotation
NSCLC_early_4,,274,0.143756558,Minorcelltype_annotation
NSCLC_early_4,,257,0.134837356,Minorcelltype_annotation
NSCLC_early_4,,354,0.185729276,Minorcelltype_annotation
NSCLC_early_4,,281,0.147429171,Minorcelltype_annotation
NSCLC_early_4,,91,0.047743966,Minorcelltype_annotation
NSCLC_early_4,,28,0.014690451,Minorcelltype_annotation
NSCLC_early_4,,86,0.045120672,Minorcelltype_annotation
NSCLC_early_4,,8,0.004197272,Minorcelltype_annotation
NSCLC_early_4,,11,0.005771249,Minorcelltype_annotation
NSCLC_early_5,,173,0.278135048,Minorcelltype_annotation
NSCLC_early_5,,51,0.081993569,Minorcelltype_annotation
NSCLC_early_5,,57,0.091639871,Minorcelltype_annotation
NSCLC_early_5,,1,0.001607717,Minorcelltype_annotation
NSCLC_early_5,,19,0.030546624,Minorcelltype_annotation
NSCLC_early_5,,17,0.02733119,Minorcelltype_annotation
NSCLC_early_5,,107,0.172025723,Minorcelltype_annotation
NSCLC_early_5,,64,0.102893891,Minorcelltype_annotation
NSCLC_early_5,,7,0.011254019,Minorcelltype_annotation
NSCLC_early_5,,97,0.155948553,Minorcelltype_annotation
NSCLC_early_5,,10,0.01607717,Minorcelltype_annotation
NSCLC_early_5,,8,0.012861736,Minorcelltype_annotation
NSCLC_early_5,,6,0.009646302,Minorcelltype_annotation
NSCLC_early_5,,0,0,Minorcelltype_annotation
NSCLC_early_5,,5,0.008038585,Minorcelltype_annotation
NSCLC_early_6,,43,0.091880342,Minorcelltype_annotation
NSCLC_early_6,,29,0.061965812,Minorcelltype_annotation
NSCLC_early_6,,64,0.136752137,Minorcelltype_annotation
NSCLC_early_6,,3,0.006410256,Minorcelltype_annotation
NSCLC_early_6,,21,0.044871795,Minorcelltype_annotation
NSCLC_early_6,,12,0.025641026,Minorcelltype_annotation
NSCLC_early_6,,110,0.235042735,Minorcelltype_annotation
NSCLC_early_6,,115,0.245726496,Minorcelltype_annotation
NSCLC_early_6,,10,0.021367521,Minorcelltype_annotation
NSCLC_early_6,,44,0.094017094,Minorcelltype_annotation
NSCLC_early_6,,2,0.004273504,Minorcelltype_annotation
NSCLC_early_6,,12,0.025641026,Minorcelltype_annotation
NSCLC_early_6,,2,0.004273504,Minorcelltype_annotation
NSCLC_early_6,,1,0.002136752,Minorcelltype_annotation
NSCLC_early_6,,0,0,Minorcelltype_annotation
NSCLC_early_7,,101,0.108953614,Minorcelltype_annotation
NSCLC_early_7,,28,0.030204962,Minorcelltype_annotation
NSCLC_early_7,,100,0.107874865,Minorcelltype_annotation
NSCLC_early_7,,11,0.011866235,Minorcelltype_annotation
NSCLC_early_7,,91,0.098166127,Minorcelltype_annotation
NSCLC_early_7,,17,0.018338727,Minorcelltype_annotation
NSCLC_early_7,,143,0.154261057,Minorcelltype_annotation
NSCLC_early_7,,99,0.106796117,Minorcelltype_annotation
NSCLC_early_7,,125,0.134843581,Minorcelltype_annotation
NSCLC_early_7,,137,0.147788565,Minorcelltype_annotation
NSCLC_early_7,,33,0.035598706,Minorcelltype_annotation
NSCLC_early_7,,10,0.010787487,Minorcelltype_annotation
NSCLC_early_7,,27,0.029126214,Minorcelltype_annotation
NSCLC_early_7,,3,0.003236246,Minorcelltype_annotation
NSCLC_early_7,,2,0.002157497,Minorcelltype_annotation
NSCLC_early_8,,39,0.063209076,Minorcelltype_annotation
NSCLC_early_8,,49,0.079416532,Minorcelltype_annotation
NSCLC_early_8,,53,0.085899514,Minorcelltype_annotation
NSCLC_early_8,,1,0.001620746,Minorcelltype_annotation
NSCLC_early_8,,52,0.084278768,Minorcelltype_annotation
NSCLC_early_8,,7,0.011345219,Minorcelltype_annotation
NSCLC_early_8,,110,0.17828201,Minorcelltype_annotation
NSCLC_early_8,,82,0.132901135,Minorcelltype_annotation
NSCLC_early_8,,65,0.10534846,Minorcelltype_annotation
NSCLC_early_8,,117,0.189627229,Minorcelltype_annotation
NSCLC_early_8,,9,0.01458671,Minorcelltype_annotation
NSCLC_early_8,,12,0.019448947,Minorcelltype_annotation
NSCLC_early_8,,16,0.025931929,Minorcelltype_annotation
NSCLC_early_8,,5,0.008103728,Minorcelltype_annotation
NSCLC_early_8,,0,0,Minorcelltype_annotation
NSCLC_early_9,,58,0.033918129,Minorcelltype_annotation
NSCLC_early_9,,79,0.04619883,Minorcelltype_annotation
NSCLC_early_9,,290,0.169590643,Minorcelltype_annotation
NSCLC_early_9,,10,0.005847953,Minorcelltype_annotation
NSCLC_early_9,,133,0.077777778,Minorcelltype_annotation
NSCLC_early_9,,62,0.03625731,Minorcelltype_annotation
NSCLC_early_9,,380,0.222222222,Minorcelltype_annotation
NSCLC_early_9,,197,0.115204678,Minorcelltype_annotation
NSCLC_early_9,,45,0.026315789,Minorcelltype_annotation
NSCLC_early_9,,325,0.19005848,Minorcelltype_annotation
NSCLC_early_9,,11,0.006432749,Minorcelltype_annotation
NSCLC_early_9,,73,0.042690058,Minorcelltype_annotation
NSCLC_early_9,,37,0.021637427,Minorcelltype_annotation
NSCLC_early_9,,8,0.004678363,Minorcelltype_annotation
NSCLC_early_9,,2,0.001169591,Minorcelltype_annotation
OV_1,,45,0.043269231,Minorcelltype_annotation
OV_1,,0,0,Minorcelltype_annotation
OV_1,,41,0.039423077,Minorcelltype_annotation
OV_1,,7,0.006730769,Minorcelltype_annotation
OV_1,,8,0.007692308,Minorcelltype_annotation
OV_1,,26,0.025,Minorcelltype_annotation
OV_1,,59,0.056730769,Minorcelltype_annotation
OV_1,,223,0.214423077,Minorcelltype_annotation
OV_1,,46,0.044230769,Minorcelltype_annotation
OV_1,,187,0.179807692,Minorcelltype_annotation
OV_1,,4,0.003846154,Minorcelltype_annotation
OV_1,,10,0.009615385,Minorcelltype_annotation
OV_1,,372,0.357692308,Minorcelltype_annotation
OV_1,,12,0.011538462,Minorcelltype_annotation
OV_1,,0,0,Minorcelltype_annotation
OV_10,,216,0.222451081,Minorcelltype_annotation
OV_10,,42,0.043254377,Minorcelltype_annotation
OV_10,,76,0.078269825,Minorcelltype_annotation
OV_10,,8,0.008238929,Minorcelltype_annotation
OV_10,,8,0.008238929,Minorcelltype_annotation
OV_10,,77,0.079299691,Minorcelltype_annotation
OV_10,,89,0.091658084,Minorcelltype_annotation
OV_10,,55,0.056642636,Minorcelltype_annotation
OV_10,,24,0.024716787,Minorcelltype_annotation
OV_10,,316,0.325437693,Minorcelltype_annotation
OV_10,,32,0.032955716,Minorcelltype_annotation
OV_10,,2,0.002059732,Minorcelltype_annotation
OV_10,,20,0.020597322,Minorcelltype_annotation
OV_10,,4,0.004119464,Minorcelltype_annotation
OV_10,,2,0.002059732,Minorcelltype_annotation
OV_11,,35,0.050432277,Minorcelltype_annotation
OV_11,,3,0.004322767,Minorcelltype_annotation
OV_11,,87,0.125360231,Minorcelltype_annotation
OV_11,,9,0.0129683,Minorcelltype_annotation
OV_11,,71,0.102305476,Minorcelltype_annotation
OV_11,,26,0.037463977,Minorcelltype_annotation
OV_11,,58,0.083573487,Minorcelltype_annotation
OV_11,,88,0.126801153,Minorcelltype_annotation
OV_11,,51,0.073487032,Minorcelltype_annotation
OV_11,,174,0.250720461,Minorcelltype_annotation
OV_11,,36,0.051873199,Minorcelltype_annotation
OV_11,,3,0.004322767,Minorcelltype_annotation
OV_11,,51,0.073487032,Minorcelltype_annotation
OV_11,,2,0.002881844,Minorcelltype_annotation
OV_11,,0,0,Minorcelltype_annotation
OV_2,,10,0.048076923,Minorcelltype_annotation
OV_2,,0,0,Minorcelltype_annotation
OV_2,,16,0.076923077,Minorcelltype_annotation
OV_2,,1,0.004807692,Minorcelltype_annotation
OV_2,,12,0.057692308,Minorcelltype_annotation
OV_2,,8,0.038461538,Minorcelltype_annotation
OV_2,,14,0.067307692,Minorcelltype_annotation
OV_2,,25,0.120192308,Minorcelltype_annotation
OV_2,,7,0.033653846,Minorcelltype_annotation
OV_2,,62,0.298076923,Minorcelltype_annotation
OV_2,,3,0.014423077,Minorcelltype_annotation
OV_2,,1,0.004807692,Minorcelltype_annotation
OV_2,,41,0.197115385,Minorcelltype_annotation
OV_2,,8,0.038461538,Minorcelltype_annotation
OV_2,,0,0,Minorcelltype_annotation
OV_3,,23,0.100436681,Minorcelltype_annotation
OV_3,,5,0.021834061,Minorcelltype_annotation
OV_3,,31,0.135371179,Minorcelltype_annotation
OV_3,,2,0.008733624,Minorcelltype_annotation
OV_3,,1,0.004366812,Minorcelltype_annotation
OV_3,,6,0.026200873,Minorcelltype_annotation
OV_3,,14,0.061135371,Minorcelltype_annotation
OV_3,,17,0.074235808,Minorcelltype_annotation
OV_3,,10,0.043668122,Minorcelltype_annotation
OV_3,,74,0.323144105,Minorcelltype_annotation
OV_3,,10,0.043668122,Minorcelltype_annotation
OV_3,,0,0,Minorcelltype_annotation
OV_3,,33,0.144104803,Minorcelltype_annotation
OV_3,,3,0.013100437,Minorcelltype_annotation
OV_3,,0,0,Minorcelltype_annotation
OV_4,,16,0.068669528,Minorcelltype_annotation
OV_4,,9,0.038626609,Minorcelltype_annotation
OV_4,,26,0.111587983,Minorcelltype_annotation
OV_4,,3,0.012875536,Minorcelltype_annotation
OV_4,,3,0.012875536,Minorcelltype_annotation
OV_4,,4,0.017167382,Minorcelltype_annotation
OV_4,,27,0.115879828,Minorcelltype_annotation
OV_4,,16,0.068669528,Minorcelltype_annotation
OV_4,,43,0.184549356,Minorcelltype_annotation
OV_4,,56,0.240343348,Minorcelltype_annotation
